does not equalB339867818843594756	246979971	0	@DoctorChristian scared to start fluoxetine, what's you're opinion on them? Xx
455812427758960641	791921256	0	@elinlowri stopped seeing reps a while ago- they see nurses now Distinct lack of pens & post its though. Still got my Vioxx laser pointer
450449191194853376	159697791	0	School sucks somwtimes because I don't have time to eat peanut butter watch south park and read about Bystolic #cardiospecific #vasodilatory
456548273038192641	2467556596	1	@SesshaBatto I was prescribed Levaquin w/ Prednisone 3X in 7 mos. Permanent nerve &tendon damage. There are hundreds of thousands of us.
447067815884128256	1440281030	0	Shoutout to caffeine and adderall for being the only two reasons my GPA isn't in shambles.
409074659863584768	39778812	0	Well it's been a shit day went for my tysabri & after 4attempts couldn't access the port so home I went with a banging headache!How's ya all
454017958722146304	33683039	0	@mgtmccartney @GP_Update @hcwetherell @Swansoncardio @AndreasWolff1 in the trials apixaban has slightly lower bleed risk.
456584370388606976	1674188378	0	@Darn_if_I_know @smotovmd @wordpressdotcom R you seeing much more xarelto than Coumadin then?
447929902474727424	357976649	0	Was writing an essay then my adderall wore off and somehow I ended up watching piano tutorials of Lana Del Rey songs on YouTube
447786458724962304	154417847	0	@LippyJimmy im so happy for you, as for the Nerve Damage can u take, lyrica or topamax? The reason I ask is because I dealw/severe NerveDam
426596259248353280	2288992518	0	Latuda is a bipolar treatment drug... my first thought was someone's gonna see this and name their baby Latuda. #ghettonames #youknowit
440336715304022016	25131778	0	@JhyphenRo Bette Midler must take a lot of Boniva
374309725837357057	26356687	0	@AmboFOAM @AmbulanceVic would love to see a Brilinta trial in STEMI for APs too as well as free HeraldSun access.
385827631398019073	816480961	0	@Brian_M_Wong #CSIM2013 perhaps more an argument for extending Rx of unprovoked VTE than an argument for apixaban
440310387091574784	114001771	0	Hey Sally Field - wanna know what reminds me we're all human? It's not movies - it's your Boniva commercials #Oscars
461343331595726849	114914198	0	What the heck does Latuda have that you can't drink grapefruit juice with it?!
400806497942503424	1481122934	0	@SammiV4 if I had talked to others before starting treatment I probably would have gone with Tysabri too
451024811884806144	593813785	0	#FDA Bright: FDA recommending registry w/ internal comparator for $MNKD's #Afrezza in light of $PFE Exubera lung cancer concerns #EMDAC
455063503226011648	847986355	0	@PatientsFCR Many #Patients consider Vioxx a miracle drug. Let Academia perform an impartial study.Why throw out the baby w/ the bath water?
448239325248229377	351835955	1	Neurontin helps my pain so much but basically puts me in a coma, of course. Can't win
449360535273099265	56646722	0	Please express your experience with Lyrica below. Any positive experiences or negative.
382130891591806976	214459068	0	BPlowering effect of liraglutide was not observed in elderly T2DM individuals. bloomgarden. #EASD2013
461546559331917824	58862252	0	Medical marijuana now being compared to thalidomide by head of Louisiana Sheriffs Association.
466473684438618112	117861977	0	@PTSDEducation I believe that Pristiq & occasional marijuana in gestation may reduce the symptoms tremendously.
368765484763578369	268138832	0	Today is no Fosamax day! Yay! I get back to it next week though
438469406880845824	15936395	0	So the side effects of latuda are death, coma, and suicide. #howdidthefdapassthis
447291273263599616	2286169645	0	Too bad the adderall that I had set for tomorrow morning got left in my bra and melted to it during the show.. #ratchet
431362479348649984	23584208	0	CEO Soriot: Brilinta "still faces challenges" in US, especially after start of Depart of Justice's investigation into trials of Brilinta.
462649732612255744	209536983	0	@amelialefaggot your mum took thalidomide u stumpy armed creep
465970967240777729	82416468	0	@petersmam Good the gabapentin is helping now you've overcome the side effects. I'm sure that makes a big difference.
452813934953656321	23916140	0	My Mom: Lyrica I Love that Pic U Posted On IG , take another one too A Prettier One... Me : Ummm mom Thanks Lol
467263986107695104	1302020629	0	Phase 3a data from largest trial with liraglutide 3 mg demonstrated significantly greater weight loss versus placebo ... ...
438473918631116800	20334374	0	Got informed by neurologist today that Tysabri will no longer be on the ObamaCare approved drug list for older (me) MS patients #DeathPanels
448991795192799232	1478410039	0	Ocean what you think about me I'm on my own domino number make an amendment amendment to the Namenda and then I bawlers Mankin dollars
419589906554298369	2247656324	0	@FEpilepsy @emmadimps @Antepilepsyblog Ms F grew resistant to lacosamide so they replaced with perampanel... BAD NEWS
468617765209653248	443369736	0	Latuda when ur tude gets a lat . And oh you can't breath or move taking it or you'll die
375192954593636352	960747870	0	I guess that Victoza price increase was a bit of a miscalculation, then, Novo?
451112389870485505	2404974433	0	@zbiotech interesting to see what happens from here, Exubera unsuccessful even before withdrawn, $MNKD better product but will it catch on?
447451318211207168	99576348	0	why are people so obsessed with adderall & vyvance lately?? I fucking hate them. the only good thing is they help me get through school
447524534233468928	256801152	0	Syracuse needs to get on that adderall train @ half
440310272763658240	23654212	0	Thank you Boniva for making Sally Field possible.
387330943578431489	1945223713	0	Does Express Script have ELIQUIS (apixaban) in the system ?
341990104933466112	19110437	0	The perils of having to inject my Victoza :/pic.twitter.com/gEB7365CTC
463792816653479937	379176598	0	@srossi72 Go to Boots and buy some NON HERBAL 'Nytol'. Available behind the counter. Otherwise get Temazepam from Doc.
429984470138359809	25206459	0	Latuda is a bipolar med that makes me think of toots.
431525655109332993	321891713	0	@brain_opera Got this problem right now. Took my first Pregabalin today in front of CPN whilst crying b/c of what it might do.
467043115451580416	1657236030	0	imagine being one of the chemists who didnt recognise the chirality of thalidomide like fuck i could not live
450817960127758336	12280	0	So if they say elimination is by shitting it out, there is no more life in the lyrica by now?
457281527835934720	176960780	0	Who names a pill Latuda? I gotta take a Latuda
461028837946441728	541338391	0	84,000mg of Keppra, and 168,000mg Vimpat later, I'm still alive and kicking to turn 19. Thanks big pharma.
468196210600206337	19162446	1	Oooo here is the part of the Tysabri infusion when I'm cold. Don't like this bit at all. #MS
466840711015698432	548995868	0	3rd July 1962 letter that kicks off the start of the thalidomide campaign for justice and drug control @BBCr4todaypic.twitter.com/0o1WMUIOu8
458926772181295104	102754598	0	Talking to a neurologist in Texas last week, clearly enthused about Tecfidera in MS. Ground level view of that drug is very positive.
367629487766528000	575026167	0	Januvia has been a big, fat disappointment.
460033931866554368	2369475577	0	febuxostat may increase the number of gout attacks during the first few months of your treatmen.
466424633873682432	43729742	0	latuda is one fucked up drug
426555303422074880	80949573	0	Avoid grapefruits and grapefruit juices while taking Latuda > Do not taunt Happy Fun Ball
360288451591016450	100228214	0	@PREMthnk @kengep  selective b1-blocker atenolol bisoprolol metoprolol
447443853818478592	1281489805	0	@WeightLossNYC You should update your website. Belviq is available.
449419940458950656	12280	0	Piroxicam and 75mg lyrica I took r making me KO, but simply touching my own leg makes me wanna cry or scream
453799270710534144	14461551	0	A pet peeve: people calling Wikipedia "wiki" and gabapentin "gaba". (Gabapentin is not even GABAergic despite the name. :-P)
446861035450793984	221887471	0	@HappyKillm0re grown up sucked dick imo. radio song or adderall admiral sounding would be cool
448134221043736576	137553471	0	Probs should stop taking adderall every damn day and maybe you wouldn't feel like shit when you don't have it
460735465562599424	454356308	0	#Patients hail "fantastic news" as NICE backs Velcade via @PharmaTimes
456708001055793152	2418175380	1	@MileyCyrus I am disabled-live in pain from Levaquin-some get better some do not. May 8 rally in Wash DC-plea rid of cipro avelox and lev
397990173146746880	407019709	0	first day back to normal and the buses have made a new record and become even crapier. So much for becomin more effient and cheaper.
444183790718832640	46817120	0	@nuclearzenfire how about giving both Uloric and MTX to non-english reading patient prior to any Rheum eval ranks up with bad practices too
424724024665866240	415187197	0	"@KileyCoffeetabl: "@emmacphillips: The Boniva shriver" its real" the boniva Shriner
438017418678398976	1966082317	0	Wish I was on my tysabri today:0 but I'm not and thats not fair or kool:( :( :( :( :(
420278167350173696	2244848114	0	FDA approve Saphris on the road to luxury schizophrenia: .EwS
451029402126929920	1704701516	0	Panelist: Are there lessons from Exubera about adherence w doing pulmonary fx test before treating? FDA asked, but sponsor did not provide.
397713398659420161	132173493	0	$REGN: Regeneron Pharms beats by $0.54, beats on revs; raises EYLEA US net sales forecast. Long $REGN Boom!
385708241835278336	1268210334	0	@Ancratyne Holly I would stay away from Tysabri and start the Tecfidera. Make sure b4 you start Tecfidera your doc tests you for JC Virus
449275335679684609	1586031020	0	Frittered away a wonderful half an hour with the 6th form this afternoon. Talked to Callum and Ed about chromosome mutations and thalidomide
378548350275960832	381142696	0	I read this in Tysabri room when I was there " It is not always necessary to be strong, But it is vital to feel strong"
360819522598477824	84522349	0	@drsanjaygupta I HAD paroxysmal AFib, was taking Metoprolol which did nothing, now taking 1200mg of magnesium daily. CURED over 18 mos. now.
382164832222736385	25838526	0	Idk what victoza is supposed to do but the commercial was more about the side effects smh including pancreas failure and death
446807134521798656	616792223	0	@JIGardnoir lol adderall had me like...
449369565399511040	121215646	0	@watsonhqcom That's the hope! So here's to Jeets taking enough Boniva to survive the season.
347265514529226753	331636896	0	Onglyza (saxagliptin) will stay an also-ran in DPP-IV class, says Deutsche Bank following failed 16,500 patient SAVOR trial
374922589149597696	21572529	0	#TECOS trial investigating #CV outcomes with sitagliptin in 14,000 type 2 #diabetics & will complete Dec 2014 - R Chilton #ESCcongress2013
374468969182552064	21572529	0	#SAVOR-TIMI 53: saxagliptin did not reduce macrovascular events in #diabetics with CVD or multiple risk factors - D Bhatt #ESCcongress2013
446775576708145152	564272426	1	@Bionic_Dolphins yeah know what U mean. I upped my lyrica again yesterday. Pain bit better but bit wobbly on my feet when I got up!!
465148052190539776	57931683	0	@I_am_KenBarlow maybe! I was taking a drug called gabapentin for 2 yrs for nerve pain that stopped the migraines as well. I've come off it.
366639942048288768	89702060	1	On my way to Derriford Hospital. Having an allergic reaction to new drug. Asenapine SUCKS.
463069285792104450	21736926	0	latest in pharmapoetics: Victoza
466441383445028864	17111322	0	This German documentary on Thalidomide babies proves that my grasp on the language is still fair. At least when it comes to "kurtz" & "Arme"
450467701761122304	1631657934	0	One day that will be me lyrica proved anything is possible
408524726261518336	1575825680	0	#UKSF13 dabigatran and rivaroxaban higher gi bleeds than warfarin. Apixaban prob fewer gi bleeds than other noses
380279627391832064	471464254	0	I can't believe a bath is more effient then a shower nowdays!!
436716197740957697	1727297454	0	@chasingthealpha can you explain the tysabri range?
347503649263583232	179403455	0	Saxagliptin falls short in CVD outcomes study, SAVOR-TIMI 53.
452175776150867968	1314956556	0	Depending on the reactant the hospital uses for PT, rivaroxaban may or may not appear to be in therapeutic or supra levels. #asra14
456120299017469952	273694513	0	@riotgames you're actually a fucking bunch of down syndrome thalidomide victims, sort your servers out FOR FUCK SAKE
359584469612625922	80132309	0	@heysawbones I'm trying to send my Pristiq to you but I'm having difficulty on the initial physical-to-digital conversion
368411183826497536	192574681	0	In afib v. warfarin. Apixiban is shown as Superior to warfarin. Only one so far. #IUIMGR #MEDED
453084184555552768	715003	0	No Tysabri tomorrow! I'm INFECTED. Braaaiiiiinsssss.
449765196601372672	27698848	0	@HurtBlogger re: namenda my gma has Alzheimer's, remember? Do you know your "type" of headache? My main headache is occipital neuralgia
386185521955086337	1355172840	0	@PRobinsonComedy the #ScandalHangover is real like Holyfield in this camp. Sooo stoked 4 S3. Imma need some Boniva cuz I stay 2 SR & team
461184245453426688	67112709	0	I just realized I was supposed to be taking the neurontin THREE times a day, not two.
447877736288518144	1877079750	0	someone inject adderall straight iinto my heart please
447499391188733952	2388176406	0	So I took an adderall to focus & clean the out of my place & then started drinking my vsop I had left.. I think I'm feeling myself.. Haha
455884867838803969	19669888	0	Good news. Doc giving me xarelto + sending me on my way. Need to see specialist once home & need to find a flight home. Thx for prayers!
454600690791632896	35179155	0	Wikipedia lists many fine street names for temazepam - brainwash, bonsai, drunk pills, Edinburgh eccies - but the best one is wobbly eggs.
467273985362001920	2793711	1	totally down with possible decreased appetite/decreased weight side effect of this Pristiq tbh
446770824641396736	455949759	0	Someone just asked me if I knew where to get adderall
467510920114339840	23034970	0	@MeriLizzie I couldn't handle side-effects of Gabapentin so my Dr let me try 3 other nerve pain meds until I found one that worked for me.
376072072629596160	1626381769	0	Regarding microvascular end points, Harold noted that saxagliptin reduced the development and progression of microalbuminuria.
399479669491523584	494325849	1	This increase in Pregabalin (on Fri) is making me so tired and a wee bit dizzy but anxiety is calmer when I feel like this :S
379692530704871424	98615263	0	@apb73 @craigstewart79 @ScarlettLouiseG @orangina17 @tusky33 @racingsnake @Andy63Rice @rhianpiglet @gardsmeister so now have pregabalin
454722753774354433	1352354923	0	ApiXaban is Xa inhibitor. Approved for stroke prevention in a fib, VTE/PE for hip/knee replacement. ARISTOTLE trial-Dr Grant #IM2014
417178302076305409	575762842	0	I guess silva didn't take his boniva this morning. #TeamUSA
405337346885033984	19927576	0	@goatpox yeaaaaah most ssris fuck me the fuck up which why viibryd was like a godsend for me even though obviously diff things for diff ppl
461119440139341824	435965366	0	Intraocular concentration of moxifloxacin after intracameral injection combined with presoaked intraocular lenses ...
454617375170498560	493123841	0	We have filed dozens of Fosamax Lawsuits across the country against the manufacturer of Fosamax, Merck and Co.
440300003353829376	135318426	0	JENNIFER LAWRENCE LOOK LIKE SHE SLICKED HER HAIR BACK RILL QUICK BEFORE PICKIN UP HER BONIVA PRESCRIPTION
366985931875553281	137461416	0	@nyshepa I am non- diabetic but suffered from low sugar and tired all the time.Dr Prescribed Victoza feel like a million$.Hunger gone.
452109073207795712	39347621	0	Is Amazing Spider-man 2 going to be just one big Boniva ad starring Sally Field?
460152337168756736	149987115	0	That Xarelto commercial was a full length life story
450376964558176256	115407248	0	Getting along with Rob and that Geodon sent me on a bit of a downward spiral. I was find until Weber human gave me Geodon. Funny they notice
355545866418917376	1447277893	1	Med update? 80mg of Latuda (which gives me the weirdest feeling an hour after taking it) & .5 mg of clonazepam. He won't give me more :(
447241863158710272	245868998	0	Watching you starve to death With an IV in your veins, feeding you liquid Darvocet Pumping you full of drugs.Pull the plugs
467665142592073728	1587254665	0	@drbloem Hi Doc..please help..I have diabetic nerve pain in hands & feet, but not diabetic. Neurontin contains titanium n talc..VERY NERVOUS
467044229181890560	26987255	0	Absolutey fascinating & moving docu on BBC2 about the Thalidomide tragedy. #thalidomide50
440310505861705728	351343911	0	Boniva is, apparently, a magic elixir of youth.
459685488954458112	518863413	0	@HBSAlumni No doubt, Merck: Managing Vioxx (a), #Value before #Money - sustain business in a long term - Ray Gilmartin, retired CEO Merck
461481291578638336	363212080	0	#amyloidosis patients who fail to respond to subcutaneous bortezomib may respond to IV administration
440310544667787264	293689927	0	Damn, if that's what Boniva does for a girl- sign me up #Oscars #SallyField
456463334783451136	495060869	0	@biebermum @MileyCyrus Did she take Cipro Levaquin or Avelox join us at the Senate HC if you did May 9th in D.C. No Press 410-483-4876 Terry
446804042778689536	351092098	0	"@SmackHighVT: "Mississiqoi Valley Union, where straight A students search for adderall to 'do better' #hypocrite " #SMACK" yea u caught me
402849153966825472	1725977996	0	Curious to see why edoxaban noninferior vs superiority seen with apixaban and dabigatran. #AHA13
391686322450333696	1481122934	0	Tysabri users... From a fellow MSer... I have multiple sclerosis I'm going on for 12 years I'm 30 years old and I'm about to take tysabri
464506931122421761	82997914	0	While I HATE Levaquin with a passion I am grateful that my sinus infection is gone & my headache went with it.
355493089860780033	1370906497	0	BMY_$46.03_PFE_$28.77_BMY and PFE announce FDA acceptance of Eliquis sNDA for review
372743706392014848	25663320	0	Still also on Viibryd and Lorazepam though. But noo I also have Rispendal. Three medications.
467034236328083456	21773015	0	@HGSupportUK Is it purely a coincident that the BBC are showing a documentary on Thalidomide on HG Awareness Day...?
407529580816134144	223589965	0	$FRX acquires exclusive rights to $MRK Saphris in the US for the treatment of schizophrenia for $240M +sales-based milestones
448330019203325952	1016719453	0	It's been a tranquilizing thalidomide relieving the emotional stress for a moment only to give birth to an ill-formed infant of frustration
459168739104415744	22502280	1	Not taking gabapentin tonight, see if I feel less zombie like tomorrow. Nothing is worth the brain cloud and lack of coordination.
451923789949845504	427056569	0	@jfreebo @GovMarkDayton @MNNORML fun fact: thalidomide has orphan drug status for crohn's, but I still can't legally use medical cannabis
345229672218497025	258333578	0	@rachelvreeman this happened to my in laws. Was on januvia and byetta for no reason. Paying close to 2K out of pocket per year.
465505926334914560	193684648	0	Why would anyone take Victoza (sp)??? The side effects are worse than what ur original problem is!
456640500557021184	110367134	0	@maryisjoyful they are actually called Geodon and they are wayyyyy better than adderal, it's amphetemene free.
458431308306583552	24947574	0	Latuda just set a new record for warnings #unsafedrugs #medicatedamerica
465860173987590145	30257397	0	Thank fuckin jesus for prozac and temazepam
450632934777958403	754337832	1	@FitnessFirst_ pristiq and I don't mind them sometimes but sometimes they're really emotional and I can't sleep then
461538094303694848	267293635	0	@DrElfy @RachBunts yes, I find they do that to me too. It gets so bad at times I occasionally take a temazepam to get a dream free sleep!
454624757234024449	185412913	0	The ROCKET-AF pts had highest risk of stroke. One of reasons I use rivaroxaban over apixiban, dabigatran, warfarin for nonvalve AFib #im2014
456760210988625920	959198557	0	xarelto may cause bleeding & is not for patients with heart valves
460021588243804160	85307342	0	Eh! If I hear! RT @ohluwasegun: Thalidomide? Am i dreaming? RT @PharmMusa: "@SwankPharm: Is Thalidomide finding its way back???"
447957014077906946	606483072	1	This new medication is kicking my ass. And I feel flushed. Hope I make it through the night. Restoril is not playing around
449651338578636800	910586478	0	LMAO WHAT A DUMB BITCH RT@VAGINAL0RD: Shit bitch said "got lyrica on deck" that shit is for diabetic nerve pain
465853182523236353	268832355	0	Seligman @Amgen: If Tysabri happened today, would we pull from mkt or would we use risk mitigation tools to manage? #uncertaintyworkshopiom
456886843317837825	1594346707	0	Brilinta (ticagrelor) will compete with Plavix (clopidogrel) and Effient (prasugrel)...for acute coronary syndrome or after a stent.
446826711754489856	34915359	0	@FBNStossel Geez, is Patrick Kennedy revved up on adderall while suggesting war on pot is still valid!?
437899887259037696	589673643	1	@cobaltculprit it's better than some of my old meds which caused, like, mood swings and nightmares and insomnia. my vimpat (the current
460073117780414464	1537888267	0	Kv diary: 4/26/14 8:06am 116 lbs 2 slices of toast (dog ate crust) 1 pristiq 24 1/2 hrs since last cry
446744820501868544	241707773	0	And makeup hair and nails all must be right to travel as really. Ast rally astrally. On point aligned stars lining up saphris under tongue
384790648047828992	752885947	0	Trying a third of the dose of Pregabalin to reduce the weirdness, floating n hazardous bumping into things!
449241921836564480	14079169	0	Victoza sales would be through the roof if 'Nique threw down a windmill or a 360 or SOMETHING in that ad.
459861612950994944	754525626	0	@EdPuskas_Vindy Great question. Complex answer. PSU BOT = Frazier = Merck = Vioxx settlement w/ Corbett. Surma, Suhey, Garban... @No1Lion99
360375686675959808	337107463	0	@Kmorris69085 no I haven't I am on clobazam & vimpat
464104177866518528	2371651082	0	Veeprho Pharmaceuticals s.r.o. is a manufacturer and supplier of all impurities of Moxifloxacin as per pharmacopoeia RRT.
458468521811673089	369790859	0	Eliquis and Warfarin are two drugs on the market that have been approved and named for humans to take to fix something. #wtftw #braincandy
357136236080672768	1091770208	0	@DShaywitz @charlesornstein I'm also unfashionably OK with increm innov, but with Bystolic no point if cost to promote = or > revenues.
368696515818041345	248874029	0	@DoctorChristian I'm due to start victoza for diabetes and am worried any advice u can offer me
438852917668642816	26625536	0	I can totally see people naming their kid Latuda even though its a bi-polar medication. #Latuda
449326942412488704	1233555979	0	@AnselmWong1 Rivaroxaban metabolised by CYP3A4 - beware drug interactions #austintoxforum
452836286403846144	54954763	0	@BizzoWreckless @Bet_iBURSE Lyrica this that dress but mines hold hers is cold as f though !
433270306816274432	32492934	0	#NEJM study leads to #FDA review of $BMY Onglyza and Kombiglyze diabetes drugs.
465998973237354496	7217902	0	Dr upping Gabapentin to 600mg 2x/day & 900mg 1x/day. Changing pain pills from 10mg every 8hrs to 5mg every 3hrs w/a 6hr break when I sleep.
440760562226446336	71689958	0	I feel like a medication being named Victoza means either that someone named Victor won a bet or they are officially out of drug names.
454684309530873856	30479101	0	Almost 1000 words of pure shite! On the plus side, I now know a lot about thalidomide and birth deformities. #teamplath
456377051826913280	18867998	0	@balconyshirts Geodon is used to treat schizophrenia.
449948735288922112	363335402	0	@FlT365 @DisturbingPict Eat it, GET RIPPED But end up with a thumb like a thalidomide #prnightmare #ThumbOrToe what is that fucking chode?!
399965568314642433	23999813	0	Well I staying on my Ivig infusion and now adding Tysabri to the mix. Two a month
466649899573190657	2348626933	0	Dr. Latif: carvedilol, metoprolol succinate and bisoprolol are the appropriate beta blockers for CVD tx #APCU2014 #fmrevolution
431444387042979840	612297481	0	@__Desmond just gimme a boniva
372708643634163712	1061234401	0	I think I'm sitting next to Silvana Boneva .... Wait what ?
431140440012627968	856482308	0	@cfsunravelled what are your views on gabapentin or pregabalin in the treatment of fatigue??
454316434370617344	715003	0	50mg temazepam and 5 shots of anaesthetic did nothing. I was wide awake and felt everything. Yes, I am a boss.
367614739603808256	44461671	0	@GracieSamuels yea same, type 2.. Was told I'd get this years ago.. Cant stomach metformin tho, but that be good for my pcos.. On januvia
411151839456157696	105181465	0	denosumab=xgeva (translation for the non-medical people) ... biphosphonates = boniva etc. #SABCS13
426706143876902913	1536535201	0	@Megsmusicalmuse @epilepsyaction @youngepilepsy oxcarbazapine lacosomide and clobazam
468021254364987392	291462187	0	I need Temazepam and alprazolam.... Is there any doctor can prescribe for me?? :/
449959479690665984	38944440	1	@OkieVision @GeorgeZisaFatty @MigueleSantos1 no I care, Temazepam and Adderall are pretty strong drugs, cause paranoia amongst other things
431927523417792512	1390905416	0	Ana needs latuda
451613839973699585	553998173	0	Tonight was a cardiac event/gunshot/GI/"more Geodon please" party in the ER. Lots of excitement. #ERProblems
391106941717843968	138034044	0	Drugs-wise in Acute Pain Level 1 evidence for Gabapentin, Ketamine and probably pregabalin are useful. Steroid use moderately useful.
362423450930905089	22880767	1	@LillyBGlambert I think it could be lowering my blood sugar too much. I take Onglyza (5 MG) in the morns with Metformin (1000 MG).
448206731764432896	857121152	0	.@kesgardner @Just_a_Texan .Reid obviously needs his Namenda dosage upped dramatically. #ShovelReady
423853660687175681	155916518	0	#FDA reviewer: #Xarelto does not address unmet medical need; use w/Plavix will be an alternative not shown better than Brillinta, Effient
455153270378348545	1490572705	0	Victoza sounds horrible. #ScarySocial
408461477402509312	304173944	0	@allibearblair Got that osteoporosis. Let me get you yo Boniva medspic.twitter.com/oAeZQWpdjo
449629648821837824	37955776	0	Nothing ticks me off more than having my Pt tell me that she's not taking her gabapentin anymore bc a CNA told her it's a sleeping pill!!
394387929675476992	302965427	0	Hate when I get emotional. I wanna get on viibryd but it messes with your hormones which I don't really use anyways so I may try it.
448739247915159552	770904320	0	$TTPH IGNITE II Trial evaluates IV-Oral Eravacycline vs. levofloxacin cUTIs (urinary tract). Two part.. Lead in 150 pats.. Data mid-2014
448690132154318848	53004699	0	Okay gabapentin let's see what you've got. #zzzzz
460373997763710977	1514300136	0	Significant expansion of Pradaxa label in EU, based on efficacy versus placebo and safety versus warfarin, rather than direct head-to-head
451240818347896832	1892842986	0	One man's Bay State is another man's sitagliptin
459009678941237248	15013891	0	Me too! RT @Kubed: @screamingmd @ER_doc I'm willing to Geodon the hell out of chronic pain peeps and report back
447817103102705664	1464672954	0	@lgoddard @shiftms hi I'm on tizanidine 4spasms In body,Nortriptyline 4head 1's & gabapentin 4overall pain. Tried diff combinations of pill
426842412279803904	369862301	0	Latuda - depression medication- if that name doesn't make you laugh Idk what will... #latuda
447558985919393793	1663539289	0	I am with Josh.....To-Kill-Ya, and Restoril are my problem solves, and you wake up the next morning forgetting the problems of yesterday.
395814527469883392	88629045	0	Does having JC virus affect the choice to stay on Tysabri
468108447536279552	134874482	0	@meiermadness @LeLeIsMe Yeah. Clearly that extra levaquin didn't do the trick. :-P
447414277574758400	14498931	0	@KeithOlbermann Is Lyrica considered a performance enhancer?
452923151068827648	25339042	0	@JosephVLopez @jenifermeer @phooledya @misstcassidy @MarkPrimas were all on different things. You prob need neurontin & a good opiate
452792212842364928	38944440	0	@Tink2478 @MigueleSantos1if this tragedy had never occurred and you asked all these people if a man on Temazepam and Adderall, been to anger
433126548875784192	1174143866	0	slutty asenapine
408653157888032768	493123841	0	We will answer any questions you may have regarding a Fosamax lawsuit. 1.888.520.5202 or 1.713.238.7758.
453219218373509120	26863349	0	My doctor hates me. I got Ritalin, but not Adderall & Temazepam but not Ambien
466762866511470592	352588617	0	@BrianLVickers hey man good job on the xarelto commercial.
355695723871879168	999176665	0	Effect of Sitagliptin in Type 1 or Type 2 Diabetic Patients with Absolute Insuli...
463971687877603328	250311545	0	I have met with the UK Thalidomide Trust to look at how I can support their continuing work - long, ongoing & important campaign for justice
454101539041185792	2151183870	0	Asking my doctor about Eliquis tomorrow.
459842833193914368	1696069867	0	Awesome epic phone call was awesome :-) time for Temazepam Dreams!
448213220533481472	624599606	0	@ElaineMurrayMSP Look forward to meeting you this week, we thalidomide survivors have our Art exhibition in the Garden Lobby.
448185885272834048	15703735	0	@ObservantLynn my fibromyalgia has been killing me lately. Has anything worked for u? Lyrica and neurontin f'd up my life. Cymbalta worse
432660283937398784	103749972	0	@nicechickens I have friends asking about the Victoza trial now!
395581348381204480	554298671	0	@scott_mace @mssocietyuk had my Tysabri infusion yesterday. Its good, 2 hours I've had no side effects Bring a book or music x
426839425998675968	1493856421	0	I'm naming my kid latuda
438492594859802625	78914170	0	Lilly said its drug dulaglutide showed "non-inferiority" when tested against the strongest dose of Victoza
467849438850207745	37484474	0	@Staffpurrson @FurKidMom Eliquis does NOT have an antidote. Not sure about Xarelto. Scribe's Mom was in ICU 10 days last Fall, on Eliquis...
462016177800093696	33355425	0	@CrazyRxMan we're suddenly short of Levaquin 750mg tablets
360366998087155713	17843899	0	Bristol-Myers' Yervoy sales jump 44% in 2Q, while new drug Eliquis posts only $12 mln. Patent expirations take a big bite from sales. $BMY
459657223883350016	36107397	0	.@novonordiskus one of your ads states; "If you are allergic to Victoza don't take Victoza." No shit!
451121839591677954	197901148	0	Even with a bioavailability close to 1, a dose of IV Levofloxacin seems much stronger to a patient than a silly old pill. But it's not.
374473543616319488	21572529	0	#SAVOR-TIMI 53 shows CV and non-CV safety of saxagliptin for management of #diabetic patients at high CV risk - M Komajda #ESCcongress2013
438975767486017537	2244848114	0	FDA approve Saphris toward extravagance schizophrenia: .Zzm
457545853977518080	857121152	0	.@ericbolling .It's almost like he's on Obamacare and got his Namenda dosage cut. #ShovelReady
433974164781686784	283288171	0	Goood morning!! I'm kinda a bag of nerves right now, anxiety about my start on Tysabri next tues! Gotta say #mssucks
460780022358216704	493123841	0	Fosamax is used to prevent/treat osteoporosis in post-menopausal women, reduce risk of hip/spinal fractures, increase bone mass in men.
426795070348853248	468756028	1	@jokeocracy Viibryd gives me occasional lucid dreams, as well as epic photorealistic dreams with elaborate interweaving plots.
453097839703240704	49216749	1	So this time of night I can choose Lyrica (beware swollen throat, colon, penis, et. al.) or Adam and Eve. Same result.
439174177610690561	424321532	0	Y'all seen that victoza commercial with Dominique Wilkins? Hilarious! #TooManySideEffects
467033158484254720	305434615	0	Thalidomide what a dreadful drug #bbc2
403724469748760576	176547204	0	New anticoagulant?! Apixaban (Eliquis) *takes mental note* pretty sure I'll see this again come spring #pharmacystudentstuggles
458906191524298753	29465191	1	@cclarky85 quite a lot left over from back problems. Gabapentin are pretty trippy too dont really need em anymore. Good for emergencies
440310611650412545	315009485	0	I've gotta start taking Boniva #SallyFieldlooksgood #Oscars
453603856317157376	297651600	0	For throwback Thursday I'm gonna take thalidomide #gamechangerpic.twitter.com/g3O4lSUnpY
384943752013303808	481372757	0	Brintellix approval marks the third new antidepressant in 3 years, and it should fare better than Viibryd and Fetzima vs generic SSRI/SNRIs.
374834765104705536	21572529	0	#AQUARIUS: aliskiren did not improve or slow progression of coronary atherosclerosis - Stephen Nicholls #ESCcongress2013
456576443556704256	2178890344	0	@RR4614 pradaxa and xarelto are two. But again, depends on other health conditions thag her dr would have to determine
440310668445487104	117161855	0	Great #Oscars so far. But why did they throw a Boniva commercial in there?
